date,product_name,category,unit_price,quantity,sales_amount,customer_id
2024-12-16,マウス,電子機器,2000,8,16000,customer_051
2024-12-16,ビジネス書,書籍,1800,10,18000,customer_006
2024-12-16,ノート,文房具,300,6,1800,customer_020
2024-12-16,小説,書籍,1500,5,7500,customer_097
2024-12-17,ノート,文房具,300,6,1800,customer_060
2024-12-17,ノートパソコン,電子機器,80000,6,480000,customer_001
2024-12-17,小説,書籍,1500,9,13500,customer_065
2024-12-17,ノートパソコン,電子機器,80000,8,640000,customer_084
2024-12-17,ノート,文房具,300,4,1200,customer_052
2024-12-18,ノートパソコン,電子機器,80000,8,640000,customer_004
2024-12-18,ビジネス書,書籍,1800,2,3600,customer_008
2024-12-18,技術書,書籍,3500,4,14000,customer_040
2024-12-18,マウス,電子機器,2000,6,12000,customer_022
2024-12-18,ファイル,文房具,500,7,3500,customer_062
2024-12-19,ファイル,文房具,500,6,3000,customer_052
2024-12-19,キーボード,電子機器,5000,4,20000,customer_053
2024-12-19,小説,書籍,1500,5,7500,customer_070
2024-12-20,ノート,文房具,300,3,900,customer_042
2024-12-20,小説,書籍,1500,10,15000,customer_055
2024-12-20,ノートパソコン,電子機器,80000,8,640000,customer_016
2024-12-20,ノートパソコン,電子機器,80000,5,400000,customer_015
2024-12-21,技術書,書籍,3500,5,17500,customer_029
2024-12-21,キーボード,電子機器,5000,10,50000,customer_072
2024-12-21,小説,書籍,1500,6,9000,customer_017
2024-12-21,ノートパソコン,電子機器,80000,6,480000,customer_005
2024-12-22,技術書,書籍,3500,6,21000,customer_029
2024-12-22,小説,書籍,1500,4,6000,customer_089
2024-12-22,ノートパソコン,電子機器,80000,2,160000,customer_014
2024-12-23,ビジネス書,書籍,1800,5,9000,customer_001
2024-12-23,ノートパソコン,電子機器,80000,5,400000,customer_084
2024-12-23,ノートパソコン,電子機器,80000,2,160000,customer_090
2024-12-23,ノート,文房具,300,5,1500,customer_015
2024-12-23,ビジネス書,書籍,1800,5,9000,customer_088
2024-12-24,マウス,電子機器,2000,4,8000,customer_062
2024-12-24,ファイル,文房具,500,8,4000,customer_046
2024-12-24,小説,書籍,1500,2,3000,customer_032
2024-12-24,マウス,電子機器,2000,3,6000,customer_089
2024-12-25,ボールペン,文房具,150,1,150,customer_012
2024-12-25,マウス,電子機器,2000,2,4000,customer_080
2024-12-25,ノート,文房具,300,7,2100,customer_051
2024-12-26,ノート,文房具,300,2,600,customer_067
2024-12-26,ビジネス書,書籍,1800,9,16200,customer_079
2024-12-26,ビジネス書,書籍,1800,1,1800,customer_016
2024-12-27,小説,書籍,1500,5,7500,customer_088
2024-12-27,ノートパソコン,電子機器,80000,8,640000,customer_044
2024-12-27,ノート,文房具,300,1,300,customer_042
2024-12-27,ビジネス書,書籍,1800,10,18000,customer_055
2024-12-27,キーボード,電子機器,5000,10,50000,customer_050
2024-12-28,ノートパソコン,電子機器,80000,9,720000,customer_001
2024-12-28,ビジネス書,書籍,1800,2,3600,customer_090
2024-12-28,キーボード,電子機器,5000,1,5000,customer_081
2024-12-28,マウス,電子機器,2000,2,4000,customer_015
2024-12-28,ビジネス書,書籍,1800,10,18000,customer_077
2024-12-29,ビジネス書,書籍,1800,7,12600,customer_099
2024-12-29,ノート,文房具,300,7,2100,customer_054
2024-12-29,マウス,電子機器,2000,4,8000,customer_095
2024-12-30,マウス,電子機器,2000,2,4000,customer_068
2024-12-30,ビジネス書,書籍,1800,6,10800,customer_041
2024-12-30,キーボード,電子機器,5000,4,20000,customer_005
2024-12-30,ノート,文房具,300,4,1200,customer_044
2024-12-31,ファイル,文房具,500,3,1500,customer_039
2024-12-31,ノート,文房具,300,8,2400,customer_098
2024-12-31,ビジネス書,書籍,1800,4,7200,customer_032
